business_id,business_postal_code,business_latitude,business_longitude,inspection_score,violation_id,violation_description,inspection_year,inspection_month,inspection_day
27472,94111.0,37.8032,-122.402841,89.0,103161.0,1.0,2019,8,28
38073,94116.0,37.735568,-122.50293,92.0,103131.0,1.0,2018,9,24
798,94109.0,37.793997,-122.41626699999999,83.0,103157.0,2.0,2016,12,9
59002,94133.0,37.796152,-122.40525500000001,94.0,103161.0,1.0,2019,7,9
2063,94123.0,37.800247999999996,-122.433053,77.0,103144.0,2.0,2019,9,24
38788,94115.0,37.788878000000004,-122.43428300000001,90.0,103144.0,2.0,2019,10,3
2648,94110.0,37.761835999999995,-122.418296,83.0,103120.0,3.0,2019,7,25
21921,94102.0,37.787657,-122.411627,86.0,103124.0,1.0,2019,6,3
2721,94114.0,37.766814000000004,-122.428846,84.0,103120.0,3.0,2019,8,21
16751,94103.0,37.768654,-122.415586,84.0,103149.0,1.0,2019,8,1
34221,94108.0,37.789128000000005,-122.406847,94.0,103139.0,3.0,2019,8,22
5895,94107.0,37.761354,-122.404146,94.0,103129.0,4.0,2019,9,16
21909,94109.0,37.787805999999996,-122.42019199999999,91.0,103103.0,3.0,2019,7,19
61438,94115.0,37.7773,-122.441709,85.0,103144.0,2.0,2019,4,25
4643,94118.0,37.782993,-122.462709,81.0,103109.0,1.0,2019,6,7
1726,94112.0,37.728978999999995,-122.431008,92.0,103142.0,1.0,2019,6,11
33125,94108.0,37.790946999999996,-122.404026,75.0,103114.0,1.0,2019,8,21
66297,94110.0,37.742073,-122.422133,86.0,103131.0,1.0,2017,10,3
59577,94103.0,37.784848,-122.406892,81.0,103157.0,2.0,2019,9,30
3651,94103.0,37.764897,-122.42123400000001,90.0,103156.0,2.0,2017,11,16
37115,94108.0,37.791534000000006,-122.404214,87.0,103161.0,1.0,2019,6,4
39810,94118.0,37.782778,-122.468341,88.0,103161.0,1.0,2019,9,10
4986,94116.0,37.742728,-122.475714,88.0,103154.0,1.0,2017,5,22
2945,94133.0,37.797868,-122.40719399999999,86.0,103133.0,1.0,2018,8,1
7512,94102.0,37.784337,-122.40981399999998,86.0,103119.0,4.0,2019,8,21
5770,94117.0,37.773526000000004,-122.44978600000002,90.0,103131.0,1.0,2019,5,21
10433,94102.0,37.788128,-122.409705,70.0,103150.0,4.0,2019,1,24
65679,94134.0,37.72618,-122.40308200000001,85.0,103139.0,3.0,2019,9,10
10540,94111.0,37.795225,-122.39376999999999,72.0,103144.0,2.0,2017,6,5
33145,94133.0,37.807888,-122.414027,94.0,103144.0,2.0,2019,7,22
25374,94111.0,37.801285,-122.40040400000001,85.0,103124.0,1.0,2019,8,21
3561,94104.0,37.791464000000005,-122.40243500000001,77.0,103152.0,1.0,2019,7,22
26149,94103.0,37.784317,-122.40756299999998,91.0,103109.0,1.0,2019,8,22
3651,94103.0,37.764897,-122.42123400000001,90.0,103147.0,4.0,2019,3,21
3561,94104.0,37.791464000000005,-122.40243500000001,67.0,103116.0,3.0,2017,1,23
3165,94121.0,37.776599,-122.478292,85.0,103138.0,3.0,2019,6,4
59828,94102.0,37.783268,-122.41055300000001,55.0,103114.0,1.0,2019,8,20
1983,94118.0,37.782128,-122.48291100000002,94.0,103144.0,2.0,2019,9,30
68331,94123.0,37.800508,-122.438824,88.0,103124.0,1.0,2017,11,3
16751,94103.0,37.768654,-122.415586,84.0,103132.0,3.0,2019,8,1
65901,94108.0,37.795108,-122.40721299999998,94.0,103144.0,2.0,2019,7,8
36022,94124.0,37.743419,-122.383536,86.0,103149.0,1.0,2019,7,23
4819,94111.0,37.791742,-122.39837299999999,98.0,103156.0,2.0,2019,6,11
3324,94109.0,37.806492999999996,-122.42055400000001,91.0,103161.0,1.0,2019,9,10
34839,94102.0,37.782672,-122.419026,90.0,103124.0,1.0,2019,6,11
18800,94103.0,37.778546999999996,-122.41013000000001,92.0,103120.0,3.0,2017,12,13
2325,94117.0,37.769428000000005,-122.451604,72.0,103119.0,4.0,2018,6,15
28843,94105.0,37.788727,-122.398288,89.0,103103.0,3.0,2019,7,11
835,94133.0,37.797222999999995,-122.410513,88.0,103145.0,3.0,2018,9,17
798,94109.0,37.793997,-122.41626699999999,83.0,103132.0,3.0,2016,12,9
18825,94114.0,37.751474,-122.43070800000001,85.0,103131.0,1.0,2019,9,18
32654,94103.0,37.765553000000004,-122.410779,86.0,103133.0,1.0,2019,8,21
1018,94110.0,37.758684,-122.418975,83.0,103161.0,1.0,2017,7,18
66297,94110.0,37.742073,-122.422133,86.0,103154.0,1.0,2017,10,3
9232,94115.0,37.781974,-122.432474,90.0,103149.0,1.0,2016,11,28
2996,94105.0,37.789394,-122.390073,72.0,103114.0,1.0,2019,7,11
3456,94107.0,37.784557,-122.39793200000001,78.0,103114.0,1.0,2019,6,27
3165,94121.0,37.776599,-122.478292,85.0,103139.0,3.0,2019,6,4
68895,94133.0,37.807922999999995,-122.41788700000001,94.0,103139.0,3.0,2019,7,23
489,94133.0,37.796718,-122.40871399999999,80.0,103144.0,2.0,2019,9,3
21921,94102.0,37.787657,-122.411627,86.0,103142.0,1.0,2019,6,3
67510,94105.0,37.788864000000004,-122.39461299999999,77.0,103119.0,4.0,2019,8,29
3935,94109.0,37.788108,-122.41239399999999,96.0,103120.0,3.0,2019,6,3
60067,94103.0,37.774722,-122.40676100000002,90.0,103157.0,2.0,2019,6,10
9232,94115.0,37.781974,-122.432474,90.0,103120.0,3.0,2016,11,28
66297,94110.0,37.742073,-122.422133,90.0,103120.0,3.0,2019,6,6
33125,94108.0,37.790946999999996,-122.404026,75.0,103145.0,3.0,2019,8,21
66990,94121.0,37.782103,-122.48208899999999,88.0,103124.0,1.0,2019,8,28
36022,94124.0,37.743419,-122.383536,86.0,103154.0,1.0,2019,7,23
39708,94105.0,37.792663,-122.392403,83.0,103133.0,1.0,2019,6,27
8122,94124.0,37.725932,-122.3896,96.0,103129.0,4.0,2019,6,7
2721,94114.0,37.766814000000004,-122.428846,85.0,103132.0,3.0,2018,7,18
1692,94104.0,37.791318,-122.40375700000001,83.0,103143.0,4.0,2019,6,25
61016,94112.0,37.715276,-122.43208100000001,90.0,103144.0,2.0,2019,8,27
2555,94123.0,37.797578,-122.43188300000001,83.0,103119.0,4.0,2019,1,31
4803,94134.0,37.730527,-122.40486100000001,73.0,103120.0,3.0,2018,12,3
57579,94112.0,37.723457,-122.43748000000001,65.0,103157.0,2.0,2017,3,2
6356,94118.0,37.781193,-122.458519,96.0,103119.0,4.0,2019,7,10
5200,94110.0,37.760373,-122.411153,94.0,103157.0,2.0,2019,7,25
2325,94117.0,37.769428000000005,-122.451604,72.0,103133.0,1.0,2018,6,15
64195,94122.0,37.758941,-122.48591,86.0,103120.0,3.0,2017,1,4
64195,94122.0,37.758941,-122.48591,86.0,103131.0,1.0,2017,1,4
1970,94122.0,37.763467999999996,-122.480646,79.0,103149.0,1.0,2019,7,18
57579,94112.0,37.723457,-122.43748000000001,75.0,103105.0,3.0,2019,8,13
7575,94115.0,37.786568,-122.429754,90.0,103149.0,1.0,2019,9,10
3936,94102.0,37.787423,-122.407417,98.0,103154.0,1.0,2019,6,4
38197,94104.0,37.789068,-122.40201,92.0,103150.0,4.0,2017,11,27
66229,94122.0,37.780733000000005,-122.473114,83.0,103105.0,3.0,2019,8,19
3456,94107.0,37.784557,-122.39793200000001,78.0,103154.0,1.0,2019,6,27
19373,94124.0,37.737021,-122.39004299999999,72.0,103105.0,3.0,2017,4,26
21921,94102.0,37.787657,-122.411627,86.0,103157.0,2.0,2019,6,3
3256,94112.0,37.709737,-122.45007,94.0,103119.0,4.0,2019,6,4
59828,94102.0,37.783268,-122.41055300000001,55.0,103103.0,3.0,2019,8,20
60380,94114.0,37.751517,-122.430842,92.0,103119.0,4.0,2017,9,20
68895,94133.0,37.807922999999995,-122.41788700000001,94.0,103154.0,1.0,2019,7,23
7216,94112.0,37.724489,-122.43502600000001,73.0,103144.0,2.0,2019,4,16
21921,94102.0,37.787657,-122.411627,86.0,103138.0,3.0,2019,6,3
4718,94115.0,37.792455,-122.434474,83.0,103129.0,4.0,2019,9,30
67554,94112.0,37.723532,-122.43563600000002,73.0,103119.0,4.0,2018,7,17
3302,94115.0,37.785138,-122.440904,92.0,103129.0,4.0,2019,7,10
40185,94111.0,37.796921000000005,-122.40003899999999,81.0,103124.0,1.0,2019,10,3
62769,94103.0,37.784848,-122.406892,81.0,103114.0,1.0,2017,11,3
19170,94110.0,37.739041,-122.415636,98.0,103144.0,2.0,2019,9,9
2766,94112.0,37.721191,-122.43755,85.0,103150.0,4.0,2018,4,13
2721,94114.0,37.766814000000004,-122.428846,84.0,103124.0,1.0,2019,8,21
3484,94105.0,37.793496999999995,-122.39284099999999,92.0,103154.0,1.0,2019,8,29
68451,94103.0,37.784548,-122.40418999999999,92.0,103144.0,2.0,2019,7,24
68121,94116.0,37.742933,-122.477599,80.0,103135.0,3.0,2019,8,22
69606,94112.0,37.715905,-122.441373,77.0,103103.0,3.0,2019,9,30
35659,94111.0,37.791984,-122.399754,80.0,103152.0,1.0,2019,6,10
2335,94110.0,37.753743,-122.41947900000001,89.0,103154.0,1.0,2019,6,4
68865,94108.0,37.795165999999995,-122.405924,87.0,103154.0,1.0,2019,9,10
36685,94110.0,37.751868,-122.42066499999999,92.0,103144.0,2.0,2019,6,4
34222,94108.0,37.789128000000005,-122.406847,94.0,103154.0,1.0,2018,5,1
1631,94114.0,37.751513,-122.43017900000001,79.0,103105.0,3.0,2019,9,4
7711,94118.0,37.782784,-122.467028,72.0,103109.0,1.0,2019,7,31
3586,94118.0,37.782113,-122.44917099999999,83.0,103131.0,1.0,2019,8,5
2638,94103.0,37.764814,-122.42308899999999,81.0,103114.0,1.0,2019,7,17
2589,94102.0,37.786363,-122.40835700000001,79.0,103149.0,1.0,2017,3,9
10540,94111.0,37.795225,-122.39376999999999,72.0,103109.0,1.0,2017,6,5
37168,94103.0,37.781664,-122.40477800000001,80.0,103120.0,3.0,2019,9,9
5118,94116.0,37.742948,-122.47873200000001,98.0,103154.0,1.0,2019,6,5
66297,94110.0,37.742073,-122.422133,86.0,103120.0,3.0,2017,10,3
2898,94102.0,37.787423,-122.407417,96.0,103132.0,3.0,2019,8,16
60067,94103.0,37.774722,-122.40676100000002,90.0,103154.0,1.0,2019,6,10
2766,94112.0,37.721191,-122.43755,85.0,103109.0,1.0,2018,4,13
2689,94110.0,37.745158,-122.420217,94.0,103145.0,3.0,2019,4,23
36570,94134.0,37.712165999999996,-122.402934,86.0,103139.0,3.0,2017,11,2
3328,94109.0,37.805728,-122.42056399999998,82.0,103127.0,3.0,2019,9,24
1791,94121.0,37.781597,-122.492544,86.0,103154.0,1.0,2017,1,26
66925,94107.0,37.777504,-122.406948,94.0,103153.0,3.0,2019,8,29
68026,94108.0,37.789763,-122.41178700000002,98.0,103150.0,4.0,2017,8,3
39824,94105.0,37.790958,-122.396042,86.0,103119.0,4.0,2019,8,1
1832,94108.0,37.790125,-122.403924,84.0,103149.0,1.0,2019,6,5
64116,94110.0,37.752612,-122.42076899999999,94.0,103161.0,1.0,2019,8,8
19002,94121.0,37.780421000000004,-122.479933,91.0,103109.0,1.0,2019,2,12
19403,94133.0,37.805493,-122.41440700000001,96.0,103144.0,2.0,2019,7,3
38073,94116.0,37.735568,-122.50293,92.0,103154.0,1.0,2018,9,24
64346,94115.0,37.786951,-122.43336200000002,94.0,103133.0,1.0,2019,6,25
65770,94117.0,37.769438,-122.451771,85.0,103149.0,1.0,2019,6,11
66705,94118.0,37.781208,-122.462432,71.0,103154.0,1.0,2019,9,11
2721,94114.0,37.766814000000004,-122.428846,84.0,103131.0,1.0,2019,8,21
1832,94108.0,37.790125,-122.403924,84.0,103133.0,1.0,2019,6,5
639,94109.0,37.790734,-122.42078300000001,94.0,103125.0,3.0,2019,9,17
64884,94133.0,37.799058,-122.40721699999999,98.0,103161.0,1.0,2019,8,29
4982,94109.0,37.788658,-122.423627,92.0,103131.0,1.0,2019,8,19
2721,94114.0,37.766814000000004,-122.428846,84.0,103154.0,1.0,2019,8,21
61438,94115.0,37.7773,-122.441709,85.0,103114.0,1.0,2019,4,25
2945,94133.0,37.797868,-122.40719399999999,80.0,103147.0,4.0,2016,10,12
39398,94110.0,37.746953000000005,-122.418954,83.0,103138.0,3.0,2019,6,13
59044,94110.0,37.749851,-122.415121,78.0,103119.0,4.0,2018,1,22
65831,94118.0,37.778382,-122.462787,73.0,103135.0,3.0,2019,8,23
1832,94108.0,37.790125,-122.403924,84.0,103144.0,2.0,2019,6,5
25163,94102.0,37.7877,-122.408345,98.0,103149.0,1.0,2019,6,10
63413,94109.0,37.790797999999995,-122.419214,96.0,103133.0,1.0,2019,9,17
606,94121.0,37.781624,-122.492609,75.0,103153.0,3.0,2019,7,23
3614,94103.0,37.765028,-122.420402,87.0,103109.0,1.0,2018,10,11
2223,94133.0,37.795835,-122.40782800000001,88.0,103144.0,2.0,2019,7,23
1631,94114.0,37.751513,-122.43017900000001,79.0,103154.0,1.0,2019,9,4
3651,94103.0,37.764897,-122.42123400000001,90.0,103124.0,1.0,2017,11,16
32925,94110.0,37.752072999999996,-122.42093899999999,87.0,103142.0,1.0,2019,8,21
64161,94109.0,37.786119,-122.418182,70.0,103144.0,2.0,2017,6,23
984,94116.0,37.742086,-122.49873799999999,90.0,103124.0,1.0,2019,9,24
1930,94122.0,37.763383000000005,-122.48075,88.0,103139.0,3.0,2017,9,19
3016,94108.0,37.794154,-122.404765,74.0,103154.0,1.0,2018,10,11
3437,94133.0,37.808240000000005,-122.41018899999999,87.0,103149.0,1.0,2017,11,20
744,94103.0,37.784317,-122.40756299999998,92.0,103120.0,3.0,2019,9,30
606,94121.0,37.781624,-122.492609,75.0,103132.0,3.0,2019,7,23
66297,94110.0,37.742073,-122.422133,90.0,103149.0,1.0,2019,6,6
1791,94121.0,37.781597,-122.492544,86.0,103142.0,1.0,2017,1,26
6500,94115.0,37.788638,-122.442217,84.0,103119.0,4.0,2019,8,5
1542,94103.0,37.766293,-122.407671,86.0,103154.0,1.0,2019,10,1
40217,94121.0,37.783758,-122.48288500000001,92.0,103157.0,2.0,2019,7,22
17689,94105.0,37.787147999999995,-122.40082199999999,74.0,103133.0,1.0,2017,9,5
70723,94103.0,37.785388,-122.405369,83.0,103154.0,1.0,2019,6,11
65066,94102.0,37.777017,-122.42143,85.0,103161.0,1.0,2019,8,16
36022,94124.0,37.743419,-122.383536,73.0,103144.0,2.0,2017,2,23
5812,94110.0,37.750243,-122.419293,98.0,103157.0,2.0,2019,9,9
12768,94124.0,37.743419,-122.383536,92.0,103156.0,2.0,2019,7,23
2017,94115.0,37.788146999999995,-122.433637,84.0,103154.0,1.0,2019,1,4
2325,94117.0,37.769428000000005,-122.451604,72.0,103144.0,2.0,2018,6,15
488,94133.0,37.798519,-122.407071,89.0,103125.0,3.0,2019,6,11
64723,94111.0,37.797327,-122.40195700000001,76.0,103103.0,3.0,2019,7,26
1615,94111.0,37.794184,-122.396524,94.0,103129.0,4.0,2019,8,22
63601,94103.0,37.784163,-122.40473899999999,86.0,103139.0,3.0,2019,6,7
4797,94110.0,37.739053000000006,-122.416683,92.0,103142.0,1.0,2019,2,7
403,94103.0,37.784317,-122.40756299999998,88.0,103124.0,1.0,2019,8,22
64454,94105.0,37.787925,-122.400953,80.0,103103.0,3.0,2019,6,25
13218,94107.0,37.782503999999996,-122.392843,90.0,103157.0,2.0,2019,8,13
5074,94132.0,37.733944,-122.49043799999998,94.0,103124.0,1.0,2017,8,29
36685,94110.0,37.751868,-122.42066499999999,92.0,103161.0,1.0,2019,6,4
12768,94124.0,37.743419,-122.383536,92.0,103157.0,2.0,2019,7,23
16329,94124.0,37.749798,-122.39596200000001,80.0,103119.0,4.0,2019,8,6
36022,94124.0,37.743419,-122.383536,86.0,103120.0,3.0,2019,7,23
39824,94105.0,37.790958,-122.396042,86.0,103125.0,3.0,2019,8,1
35592,94105.0,37.792864,-122.392653,87.0,103144.0,2.0,2019,7,29
67510,94105.0,37.788864000000004,-122.39461299999999,79.0,103142.0,1.0,2018,2,21
59828,94102.0,37.783268,-122.41055300000001,55.0,103123.0,1.0,2019,8,20
25161,94102.0,37.7877,-122.408345,96.0,103143.0,4.0,2019,6,10
3484,94105.0,37.793496999999995,-122.39284099999999,92.0,103150.0,4.0,2019,8,29
3743,94118.0,37.781233,-122.45718500000001,90.0,103147.0,4.0,2019,6,5
13623,94105.0,37.786803000000006,-122.399681,90.0,103142.0,1.0,2019,6,25
2690,94110.0,37.745515999999995,-122.420004,87.0,103154.0,1.0,2019,7,8
27350,94110.0,37.761965000000004,-122.417948,75.0,103155.0,2.0,2019,6,27
665,94123.0,37.799217999999996,-122.43251699999999,80.0,103114.0,1.0,2019,6,25
33011,94111.0,37.797076000000004,-122.400821,94.0,103144.0,2.0,2019,8,30
13814,94103.0,37.774722,-122.40676100000002,87.0,103144.0,2.0,2019,6,12
40217,94121.0,37.783758,-122.48288500000001,92.0,103124.0,1.0,2019,7,22
39810,94118.0,37.782778,-122.468341,88.0,103120.0,3.0,2019,9,10
65066,94102.0,37.777017,-122.42143,85.0,103149.0,1.0,2019,8,16
3561,94104.0,37.791464000000005,-122.40243500000001,77.0,103129.0,4.0,2019,7,22
1954,94122.0,37.763388,-122.48189199999999,94.0,103138.0,3.0,2019,7,12
59577,94103.0,37.784848,-122.406892,81.0,103156.0,2.0,2019,9,30
34434,94105.0,37.785654,-122.39972900000001,85.0,103142.0,1.0,2018,1,9
4959,94110.0,37.753972999999995,-122.418576,87.0,103157.0,2.0,2019,7,22
67495,94110.0,37.760191999999996,-122.41379199999999,85.0,103124.0,1.0,2019,10,2
36730,94118.0,37.783148,-122.46066100000002,88.0,103131.0,1.0,2016,10,6
36618,94122.0,37.765384000000005,-122.47812900000001,90.0,103133.0,1.0,2019,6,27
65776,94105.0,37.787378000000004,-122.39945900000001,94.0,103120.0,3.0,2019,6,4
66406,94103.0,37.784317,-122.40756299999998,78.0,103129.0,4.0,2019,8,22
63601,94103.0,37.784163,-122.40473899999999,86.0,103124.0,1.0,2019,6,7
68454,94115.0,37.785639,-122.429841,78.0,103109.0,1.0,2019,1,28
59826,94117.0,37.775813,-122.446047,92.0,103154.0,1.0,2019,2,7
38564,94107.0,37.780914,-122.39638899999999,87.0,103156.0,2.0,2019,8,22
3561,94104.0,37.791464000000005,-122.40243500000001,67.0,103109.0,1.0,2017,1,23
26341,94115.0,37.788113,-122.432147,96.0,103116.0,3.0,2019,7,31
61602,94105.0,37.786474,-122.40178799999998,85.0,103144.0,2.0,2018,1,5
34839,94102.0,37.782672,-122.419026,79.0,103114.0,1.0,2017,1,9
68026,94108.0,37.789763,-122.41178700000002,85.0,103154.0,1.0,2019,8,22
1487,94105.0,37.787834000000004,-122.39952199999999,96.0,103142.0,1.0,2019,6,10
7512,94102.0,37.784337,-122.40981399999998,86.0,103150.0,4.0,2019,8,21
1542,94103.0,37.766293,-122.407671,86.0,103124.0,1.0,2019,10,1
68160,94109.0,37.789072999999995,-122.42378400000001,78.0,103131.0,1.0,2019,6,24
34858,94109.0,37.789518,-122.414409,86.0,103119.0,4.0,2019,7,1
2335,94110.0,37.753743,-122.41947900000001,89.0,103114.0,1.0,2019,6,4
1832,94108.0,37.790125,-122.403924,84.0,103148.0,4.0,2019,6,5
1791,94121.0,37.781597,-122.492544,86.0,103124.0,1.0,2017,1,26
68105,94107.0,37.758903000000004,-122.38823799999999,86.0,103129.0,4.0,2019,6,7
1337,94110.0,37.744726,-122.420395,88.0,103142.0,1.0,2016,11,3
1791,94121.0,37.781597,-122.492544,86.0,103119.0,4.0,2017,1,26
66406,94103.0,37.784317,-122.40756299999998,78.0,103120.0,3.0,2019,8,22
35805,94121.0,37.782008000000005,-122.48573200000001,83.0,103109.0,1.0,2019,6,19
9948,94107.0,37.780934,-122.399772,88.0,103124.0,1.0,2019,8,30
1932,94118.0,37.781138,-122.463931,77.0,103161.0,1.0,2019,7,25
3437,94133.0,37.808240000000005,-122.41018899999999,87.0,103138.0,3.0,2017,11,20
14071,94107.0,37.776858000000004,-122.394729,85.0,103144.0,2.0,2019,7,16
10877,94118.0,37.783038,-122.46298200000001,48.0,103103.0,3.0,2019,7,1
66901,94118.0,37.781197999999996,-122.462511,81.0,103131.0,1.0,2019,6,20
37167,94013.0,37.781664,-122.40477800000001,92.0,103145.0,3.0,2019,9,9
2716,94118.0,37.782888,-122.466101,94.0,103161.0,1.0,2019,9,30
4803,94134.0,37.730527,-122.40486100000001,82.0,103120.0,3.0,2017,7,26
59289,94121.0,37.782243,-122.479009,74.0,103133.0,1.0,2019,8,23
1018,94110.0,37.758684,-122.418975,83.0,103103.0,3.0,2017,7,18
66406,94103.0,37.784317,-122.40756299999998,78.0,103156.0,2.0,2019,8,22
4480,94114.0,37.751413,-122.431629,96.0,103156.0,2.0,2019,7,1
36570,94134.0,37.712165999999996,-122.402934,86.0,103154.0,1.0,2017,11,2
59577,94103.0,37.784848,-122.406892,81.0,103139.0,3.0,2019,9,30
9156,94107.0,37.782218,-122.393423,67.0,103119.0,4.0,2019,9,10
66361,94118.0,37.782953000000006,-122.4637,86.0,103119.0,4.0,2019,5,22
1413,94121.0,37.780305,-122.477825,96.0,103119.0,4.0,2019,6,20
1870,94104.0,37.791198,-122.403737,86.0,103143.0,4.0,2019,6,18
34221,94108.0,37.789128000000005,-122.406847,94.0,103120.0,3.0,2019,8,22
3839,94110.0,37.763458,-122.421784,81.0,103149.0,1.0,2017,7,21
60786,94109.0,37.786673,-122.420927,81.0,103114.0,1.0,2019,6,20
39708,94105.0,37.792663,-122.392403,83.0,103103.0,3.0,2019,6,27
67554,94112.0,37.723532,-122.43563600000002,73.0,103132.0,3.0,2018,7,17
63084,94118.0,37.783008,-122.46356200000001,84.0,103149.0,1.0,2019,8,27
7512,94102.0,37.784337,-122.40981399999998,86.0,103139.0,3.0,2019,8,21
3561,94104.0,37.791464000000005,-122.40243500000001,94.0,103124.0,1.0,2018,2,12
4449,94110.0,37.741316999999995,-122.42268700000001,82.0,103114.0,1.0,2019,9,9
62769,94103.0,37.784848,-122.406892,81.0,103124.0,1.0,2017,11,3
65834,94112.0,37.717423,-122.440265,71.0,103103.0,3.0,2019,6,11
33467,94103.0,37.78678,-122.40253500000001,94.0,103120.0,3.0,2018,1,3
66297,94110.0,37.742073,-122.422133,86.0,103142.0,1.0,2017,10,3
7575,94115.0,37.786568,-122.429754,86.0,103116.0,3.0,2019,2,6
1466,94109.0,37.790193,-122.423437,91.0,103102.0,1.0,2019,6,27
64195,94122.0,37.758941,-122.48591,86.0,103144.0,2.0,2017,1,4
403,94103.0,37.784317,-122.40756299999998,88.0,103144.0,2.0,2019,8,22
65561,94133.0,37.795873,-122.407495,88.0,103144.0,2.0,2019,7,23
1304,94122.0,37.764128,-122.46496100000002,89.0,103149.0,1.0,2019,8,21
68895,94133.0,37.807922999999995,-122.41788700000001,94.0,103150.0,4.0,2019,7,23
4986,94116.0,37.742728,-122.475714,88.0,103120.0,3.0,2017,5,22
1931,94122.0,37.763913,-122.46880900000001,92.0,103120.0,3.0,2018,1,8
5895,94107.0,37.761354,-122.404146,94.0,103144.0,2.0,2019,9,16
3869,94110.0,37.742998,-122.42163799999999,94.0,103139.0,3.0,2018,6,8
10540,94111.0,37.795225,-122.39376999999999,72.0,103149.0,1.0,2017,6,5
34839,94102.0,37.782672,-122.419026,79.0,103134.0,1.0,2017,1,9
488,94133.0,37.798519,-122.407071,89.0,103103.0,3.0,2019,6,11
3862,94134.0,37.728458,-122.40399099999999,65.0,103114.0,1.0,2019,3,11
2764,94103.0,37.764913,-122.42134899999999,89.0,103149.0,1.0,2018,10,11
68813,94107.0,37.782803,-122.39337900000001,71.0,103103.0,3.0,2019,7,30
59025,94104.0,37.791308,-122.40013400000001,84.0,103142.0,1.0,2019,6,11
65901,94108.0,37.795108,-122.40721299999998,94.0,103139.0,3.0,2019,7,8
60898,94123.0,37.800061,-122.43602,83.0,103145.0,3.0,2017,2,14
18800,94103.0,37.778546999999996,-122.41013000000001,92.0,103132.0,3.0,2017,12,13
9652,94105.0,37.789563,-122.394821,85.0,103150.0,4.0,2019,6,6
3221,94122.0,37.764108,-122.46551200000002,85.0,103142.0,1.0,2019,7,8
5770,94117.0,37.773526000000004,-122.44978600000002,90.0,103132.0,3.0,2019,5,21
67510,94105.0,37.788864000000004,-122.39461299999999,79.0,103124.0,1.0,2018,2,21
33145,94133.0,37.807888,-122.414027,94.0,103142.0,1.0,2019,7,22
7216,94112.0,37.724489,-122.43502600000001,73.0,103124.0,1.0,2019,4,16
1000,94110.0,37.755282,-122.420493,72.0,103133.0,1.0,2019,6,17
28843,94105.0,37.788727,-122.398288,89.0,103154.0,1.0,2019,7,11
63084,94118.0,37.783008,-122.46356200000001,84.0,103150.0,4.0,2019,8,27
984,94116.0,37.742086,-122.49873799999999,65.0,103120.0,3.0,2017,7,26
66331,94109.0,37.787118,-122.42541399999999,84.0,103120.0,3.0,2019,10,3
33747,94111.0,37.802673,-122.40086699999999,81.0,103124.0,1.0,2019,9,9
4643,94118.0,37.782993,-122.462709,81.0,103147.0,4.0,2019,6,7
58,94111.0,37.794483,-122.396584,83.0,103153.0,3.0,2019,6,27
58,94111.0,37.794483,-122.396584,83.0,103156.0,2.0,2019,6,27
4986,94116.0,37.742728,-122.475714,88.0,103121.0,3.0,2017,5,22
65856,94101.0,37.774998,-122.418299,84.0,103145.0,3.0,2019,8,28
18538,94111.0,37.795225,-122.39376999999999,88.0,103144.0,2.0,2019,6,24
37231,94108.0,37.794723,-122.406944,77.0,103144.0,2.0,2019,8,26
606,94121.0,37.781624,-122.492609,75.0,103102.0,1.0,2019,7,23
61499,94111.0,37.793424,-122.398168,87.0,103103.0,3.0,2019,9,3
10540,94111.0,37.795225,-122.39376999999999,72.0,103120.0,3.0,2017,6,5
2535,94115.0,37.789787,-122.434067,96.0,103131.0,1.0,2017,5,5
68403,94121.0,37.77554,-122.50214199999999,81.0,103120.0,3.0,2019,7,10
2716,94118.0,37.782888,-122.466101,94.0,103142.0,1.0,2019,9,30
7537,94121.0,37.782118,-122.48319099999999,78.0,103132.0,3.0,2019,9,19
4670,94116.0,37.738333000000004,-122.49728,84.0,103131.0,1.0,2019,6,26
68026,94108.0,37.789763,-122.41178700000002,85.0,103132.0,3.0,2019,8,22
4670,94116.0,37.738333000000004,-122.49728,84.0,103139.0,3.0,2019,6,26
3221,94122.0,37.764108,-122.46551200000002,85.0,103161.0,1.0,2019,7,8
69466,94110.0,37.739098,-122.41746299999998,74.0,103161.0,1.0,2017,9,25
65770,94117.0,37.769438,-122.451771,85.0,103129.0,4.0,2019,6,11
4475,94103.0,37.766424,-122.42431100000002,91.0,103103.0,3.0,2019,8,26
38231,94133.0,37.808240000000005,-122.41018899999999,92.0,103132.0,3.0,2019,8,16
3795,94102.0,37.787517,-122.409897,98.0,103144.0,2.0,2019,7,22
1692,94104.0,37.791318,-122.40375700000001,83.0,103144.0,2.0,2019,6,25
66276,94124.0,37.722776,-122.39286399999999,76.0,103103.0,3.0,2019,7,10
59828,94102.0,37.783268,-122.41055300000001,55.0,103154.0,1.0,2019,8,20
36022,94124.0,37.743419,-122.383536,73.0,103108.0,1.0,2017,2,23
2717,94118.0,37.782823,-122.46635900000001,82.0,103133.0,1.0,2019,6,25
2717,94118.0,37.782823,-122.46635900000001,82.0,103153.0,3.0,2019,6,25
155,94117.0,37.769303,-122.450724,86.0,103131.0,1.0,2019,6,17
66297,94110.0,37.742073,-122.422133,90.0,103144.0,2.0,2019,6,6
2996,94105.0,37.789394,-122.390073,72.0,103105.0,3.0,2019,7,11
36022,94124.0,37.743419,-122.383536,86.0,103161.0,1.0,2019,7,23
